排名,电影名,rating,predicted_fixed_director,director_effect,actors_effect_sum_by_shares,actors_effect_sum_by_actor_means,predicted_with_actor_means,final_residual_with_actor_means
75,看不见的客人 Contratiempo,8.8,9.404037078240226,0.0,-0.6040370782402249,-0.6040370782402249,8.8,0.0
76,拯救大兵瑞恩 Saving Private Ryan,9.1,8.822511113703529,-0.12613312082420225,0.27748888629647084,0.23252507408670658,9.055036187790236,0.04496381220976353
77,沉默的羔羊 The Silence of the Lambs,8.9,9.171298851247968,0.0,-0.27129885124796793,-0.2077743561393257,8.963524495108643,-0.06352449510864311
78,小鞋子 بچه های آسمان,9.2,8.65076181694523,0.0,0.5492381830547686,0.5492381830547686,9.2,0.0
79,飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,8.827771166122371,0.0,0.2722288338776284,0.2320027021465325,9.059773868268904,0.040226131731095904
80,布达佩斯大饭店 The Grand Budapest Hotel,8.9,9.214522469725212,0.0,-0.3145224697252118,-0.15076603266909377,9.063756437056119,-0.16375643705611864
81,蝴蝶效应 The Butterfly Effect,8.9,9.204925935728863,0.0,-0.3049259357288623,-0.3049259357288623,8.9,0.0
82,禁闭岛 Shutter Island,8.9,9.232386813910114,0.0,-0.33238681391011404,-0.18556791069595263,9.046818903214161,-0.1468189032141609
83,心灵捕手 Good Will Hunting,9.0,9.026139090019036,0.0,-0.02613909001903636,-0.03223677350081655,8.99390231651822,0.006097683481780081
84,致命魔术 The Prestige,8.9,8.932282429377759,-0.205971256229327,-0.032282429377758604,0.010320821457400799,8.942603250835159,-0.04260325083515859
85,低俗小说 Pulp Fiction,8.9,8.99050952360627,-0.14231828740722263,-0.09050952360627029,-0.0455494917993462,8.944960031806925,-0.04496003180692476
86,超脱 Detachment,9.0,8.943605668396803,0.0,0.0563943316031974,0.012744223944740025,8.956349892341542,0.04365010765845767
87,哈利·波特与密室 Harry Potter and the Chamber of Secrets,8.9,9.10065336396849,0.0,-0.20065336396848998,-0.123627917061719,8.97702544690677,-0.07702544690677016
88,还有明天 C'è ancora domani,9.3,8.445339380103766,0.0,0.8546606198962348,0.8546606198962348,9.3,0.0
89,喜剧之王 喜劇之王,8.8,9.221854075291025,0.0,-0.4218540752910247,-0.32285109826477887,8.899002977026246,-0.09900297702624528
90,摩登时代 Modern Times,9.3,8.457010142140858,0.0,0.842989857859143,0.9587404489866169,9.415750591127475,-0.11575059112747432
91,一一,9.1,8.698314993864942,0.0,0.4016850061350574,0.4016850061350574,9.1,0.0
92,杀人回忆 살인의 추억,8.9,9.041710073686854,0.0,-0.14171007368685373,-0.1462880455347634,8.89542202815209,0.0045779718479099785
93,致命ID Identity,8.9,9.12500400842591,0.0,-0.22500400842590906,-0.22500400842590906,8.9,0.0
94,春光乍泄 春光乍洩,9.0,8.754610809471371,-0.18138256950925102,0.24538919052862873,0.1163840485415237,8.870994858012894,0.1290051419871059
95,海豚湾 The Cove,9.3,8.528023524657748,0.0,0.7719764753422531,0.7719764753422531,9.3,0.0
96,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,8.8,9.140657904823895,0.0,-0.34065790482389424,-0.2874262079456083,8.853231696878286,-0.053231696878285106
97,美国往事 Once Upon a Time in America,9.1,8.661668492708138,0.0,0.43833150729186166,0.3312499969686171,8.992918489676756,0.10708151032324409
98,红辣椒 パプリカ,9.0,9.231093987771795,0.4477313303929602,-0.23109398777179457,-0.175079588990791,9.056014398781004,-0.056014398781004004
99,七宗罪 Se7en,8.8,8.881258639322585,-0.3202687368270727,-0.08125863932258426,-0.05635141533263551,8.82490722398995,-0.024907223989949046
100,唐伯虎点秋香 唐伯虎點秋香,8.8,9.296425421789268,0.0,-0.49642542178926696,-0.3279516860234535,8.968473735765814,-0.16847373576581326
101,狩猎 Jagten,9.1,8.656638700008761,0.0,0.4433612999912384,0.4433612999912384,9.1,0.0
102,幽灵公主 もののけ姫,8.9,8.81499924210153,-0.07939022404076052,0.08500075789847017,0.12846984635988812,8.943469088461418,-0.043469088461417726
103,甜蜜蜜,8.9,8.895864004929045,0.0,0.00413599507095519,-0.0262825170148591,8.869581487914186,0.030418512085814697
104,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,8.9,8.82003139473546,-0.205971256229327,0.07996860526453986,-0.015329704922040815,8.80470168981342,0.09529831018658008
105,寄生虫 기생충,8.8,9.45260817383722,0.0,-0.6526081738372191,-0.5294616206475374,8.923146553189682,-0.12314655318968093
106,天书奇谭,9.2,8.42863108781231,0.0,0.7713689121876897,0.768468590915116,9.197099678727426,0.0029003212725733363
107,7号房的礼物 7번방의 선물,8.9,8.848620575122467,0.0,0.051379424877533,0.051379424877533,8.9,0.0
108,超能陆战队 Big Hero 6,8.8,9.25213139305669,0.0,-0.45213139305668903,-0.45213139305668903,8.8,0.0
109,爱在黎明破晓前 Before Sunrise,8.8,9.027016484770662,0.01555828743533283,-0.22701648477066172,-0.09021729465782942,8.936799190112833,-0.13679919011283204
110,第六感 The Sixth Sense,8.9,8.862179187881354,0.0,0.037820812118646074,0.08543255306795583,8.94761174094931,-0.04761174094930887
111,爱在日落黄昏时 Before Sunset,8.9,8.893408685762362,0.01555828743533283,0.006591314237638812,0.02658660484632085,8.919995290608682,-0.01999529060868177
112,被嫌弃的松子的一生 嫌われ松子の一生,8.8,8.993855848256635,0.0,-0.19385584825663393,-0.10960814229676452,8.88424770595987,-0.08424770595986963
113,茶馆,9.6,8.106292801696638,0.0,1.4937071983033618,1.4937071983033618,9.6,0.0
114,重庆森林 重慶森林,8.8,8.928453060374542,-0.18138256950925102,-0.1284530603745413,-0.09082404353542241,8.83762901683912,-0.037629016839119345
115,未麻的部屋 Perfect Blue,9.1,9.037117868790233,0.4477313303929602,0.06288213120976671,0.05064219857944252,9.087760067369675,0.01223993263032419
116,哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,8.8,9.012128186893802,0.0,-0.21212818689380164,-0.1264966227930469,8.885631564100755,-0.08563156410075479
117,入殓师 おくりびと,8.9,8.96862297598043,0.0,-0.06862297598043021,-0.06025981135403824,8.908363164626392,-0.00836316462639175
118,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.9,8.853523127448868,0.0,0.046476872551131976,-0.08094617669074755,8.77257695075812,0.1274230492418802
119,头脑特工队 Inside Out,8.8,8.71933430725906,-0.29281499063561345,0.08066569274093993,0.08066569274093993,8.8,0.0
120,菊次郎的夏天 菊次郎の夏,8.9,8.901717658969295,0.0,-0.0017176589692944333,-0.010080823595686406,8.891636835373609,0.00836316462639175
121,剪刀手爱德华 Edward Scissorhands,8.7,9.241441166956584,0.0,-0.5414411669565844,-0.38801437034922204,8.853426796607362,-0.1534267966073628
122,断背山 Brokeback Mountain,8.8,8.938657859217502,-0.06141160964108039,-0.13865785921750096,-0.14541217650420832,8.793245682713293,0.006754317286707945
123,勇敢的心 Braveheart,8.9,8.832872677538539,0.0,0.06712732246146125,0.0769228737812937,8.909795551319833,-0.009795551319832896
124,时空恋旅人 About Time,8.8,9.00488222126045,0.0,-0.20488222126044953,-0.23828484429819086,8.76659737696226,0.03340262303774111
125,消失的爱人 Gone Girl,8.7,8.889976762281172,-0.3202687368270727,-0.189976762281173,-0.16949705324840592,8.720479709032766,-0.020479709032766635
126,无人知晓 誰も知らない,9.1,8.670819698715652,0.16423181902069683,0.42918030128434737,0.42918030128434737,9.1,0.0
127,倩女幽魂,8.8,9.045300052113515,0.0,-0.2453000521135138,-0.1912110244080184,8.854089027705497,-0.05408902770549595
128,驯龙高手 How to Train Your Dragon,8.8,9.06479457527665,0.0,-0.2647945752766496,-0.2647945752766496,8.8,0.0
129,花样年华 花樣年華,8.8,8.833656811788389,-0.18138256950925102,-0.0336568117883882,-0.05032198509380505,8.783334826694583,0.016665173305417724
130,傲慢与偏见 Pride & Prejudice,8.7,9.112289611600067,0.0,-0.41228961160006783,-0.38423629931895215,8.728053312281116,-0.028053312281116405
131,新世界 신세계,8.9,8.73416674619648,0.0,0.16583325380351965,0.16583325380351965,8.9,0.0
132,完美的世界 A Perfect World,9.1,8.485688489796354,0.0,0.6143115102036454,0.613490983939035,9.09917947373539,0.0008205262646097111
133,阳光灿烂的日子,8.8,8.803753685040768,-0.11838542838339539,-0.0037536850407668965,-0.0037536850407668965,8.8,0.0
134,小森林 夏秋篇 リトル・フォレスト 夏・秋,9.0,8.667943742710733,0.0,0.3320562572892669,0.294164042256008,8.962107784966742,0.037892215033258125
135,一个叫欧维的男人决定去死 En man som heter Ove,8.9,8.78517658545603,0.0,0.11482341454397016,0.11482341454397016,8.9,0.0
136,天使爱美丽 Le Fabuleux destin d'Amélie Poulain,8.7,9.180569742073953,0.0,-0.4805697420739534,-0.4805697420739534,8.7,0.0
137,玩具总动员3 Toy Story 3,8.9,8.706670508059316,-0.10641306597997224,0.19332949194068405,0.1694055283198665,8.876076036379184,0.023923963620816835
138,"怪兽电力公司 Monsters, Inc.",8.8,8.589228519875176,-0.3992280566155857,0.2107714801248246,0.2107714801248246,8.8,0.0
139,色，戒,8.7,9.072839012941705,-0.06141160964108039,-0.3728390129417054,-0.23433315137550992,8.838505861566194,-0.1385058615661947
140,侧耳倾听 耳をすませば,8.9,8.730694676526296,0.0,0.1693053234737043,0.1536285594927529,8.88432323601905,0.015676763980950525
141,教父3 The Godfather: Part III,9.0,8.906546930156622,0.3029247868100162,0.09345306984337753,0.07066921792950143,8.977216148086123,0.022783851913876774
142,请以你的名字呼唤我 Call Me by Your Name,8.8,9.034065419950664,0.0,-0.23406541995066377,-0.23406541995066377,8.8,0.0
143,哪吒闹海,9.2,8.38044596810815,0.0,0.8195540318918493,0.771813907023435,9.152259875131586,0.0477401248684135
144,幸福终点站 The Terminal,8.8,8.742256467078024,-0.12613312082420225,0.05774353292197709,0.06771605905583626,8.80997252613386,-0.00997252613385946
145,九品芝麻官,8.8,9.008042843540343,0.0,-0.2080428435403423,-0.21594548238943767,8.792097361150905,0.007902638849095922
146,被解救的姜戈 Django Unchained,8.8,8.775233818330605,-0.14231828740722263,0.024766181669395593,-0.02883049465621472,8.746403323674391,0.053596676325609494
147,釜山行 부산행,8.6,9.362984178143282,0.0,-0.7629841781432827,-0.5437906505298074,8.819193527613475,-0.21919352761347533
148,小森林 冬春篇 リトル・フォレスト 冬・春,9.0,8.58900011381927,0.0,0.41099988618072913,0.294164042256008,8.88316415607528,0.11683584392472035
149,神偷奶爸 Despicable Me,8.7,9.194870017601918,0.0,-0.49487001760191873,-0.40917181288040405,8.785698204721514,-0.08569820472151513
150,萤火之森 蛍火の杜へ,8.8,8.835037329832828,0.0,-0.03503732983282681,-0.022797397202502623,8.812239932630325,-0.01223993263032419
151,喜宴 囍宴,9.0,8.539511363760955,-0.06141160964108039,0.46048863623904523,0.4425917623813955,8.98210312614235,0.01789687385764971
152,告白,8.8,8.967467865552646,0.0,-0.16746786555264492,-0.16746786555264492,8.8,0.0
153,玛丽和麦克斯 Mary and Max,9.0,8.663082890188608,0.0,0.33691710981139167,0.29953007259979847,8.962612962788407,0.037387037211592755
154,七武士 七人の侍,9.3,8.199057496003933,0.0,1.1009425039960679,0.905290415683639,9.104347911687572,0.19565208831242842
155,头号玩家 Ready Player One,8.6,9.314273722639905,-0.12613312082420225,-0.7142737226399056,-0.7142737226399056,8.6,0.0
156,模仿游戏 The Imitation Game,8.8,8.947281571002854,0.0,-0.14728157100285344,-0.18548026887104135,8.761801302131813,0.03819869786818764
157,大鱼 Big Fish,8.8,8.854740185976704,0.0,-0.05474018597670316,-0.05474018597670316,8.8,0.0
158,惊魂记 Psycho,9.0,8.473434550447825,0.0,0.5265654495521748,0.5265654495521748,9.0,0.0
159,射雕英雄传之东成西就 射鵰英雄傳之東成西就,8.7,8.634353591577248,-0.31019610254504393,0.06564640842275082,-0.01972162717661178,8.614631964400637,0.08536803559936246
160,血战钢锯岭 Hacksaw Ridge,8.7,9.064783654481463,0.0,-0.36478365448146377,-0.29801424210857963,8.766769412372884,-0.06676941237288503
161,你的名字。 君の名は。,8.5,9.472907521383904,0.0,-0.9729075213839042,-0.735612561819212,8.737294959564693,-0.23729495956469293
162,我是山姆 I Am Sam,9.0,8.514810056230376,0.0,0.4851899437696243,0.2631071709768542,8.77791722720723,0.22208277279277056
163,背靠背，脸对脸,9.5,8.013050838131097,0.0,1.4869491618689032,1.4869491618689032,9.5,0.0
164,阳光姐妹淘 써니,8.8,8.867719200077756,0.0,-0.06771920007775556,-0.06771920007775556,8.8,0.0
165,心灵奇旅 Soul,8.7,8.955511813852233,-0.29281499063561345,-0.25551181385223387,-0.2204770644120302,8.735034749440203,-0.03503474944020368
166,恐怖直播 더 테러 라이브,8.7,8.954017319979807,0.0,-0.25401731997980725,-0.25809299806190356,8.695924321917904,0.004075678082095635
167,黑客帝国3：矩阵革命 The Matrix Revolutions,8.8,8.700492593651605,0.0,0.09950740634839583,0.016081492495081506,8.716574086146686,0.08342591385331488
168,电锯惊魂 Saw,8.7,8.837156479533649,0.0,-0.1371564795336493,-0.1371564795336493,8.7,0.0
169,小丑 Joker,8.7,9.244032997188322,0.0,-0.5440329971883227,-0.28751651092807373,8.956516486260249,-0.25651648626024937
170,"三块广告牌 Three Billboards Outside Ebbing, Missouri",8.7,9.109050888019887,0.0,-0.40905088801988754,-0.40905088801988754,8.7,0.0
171,谍影重重3 The Bourne Ultimatum,8.9,8.66310289037883,0.0,0.23689710962116983,0.10260383621633495,8.765706726595166,0.13429327340483432
172,达拉斯买家俱乐部 Dallas Buyers Club,8.8,8.712076698499134,0.0,0.08792330150086691,0.07233391461852534,8.78441061311766,0.015589386882341572
173,疯狂原始人 The Croods,8.7,9.110278642978281,0.0,-0.4102786429782821,-0.3956313819756161,8.714647261002666,-0.014647261002666667
174,无间道2 無間道II,8.8,8.784564165341603,0.0,0.015435834658397596,-0.02135511706539265,8.763209048276211,0.03679095172378943
175,末路狂花 Thelma & Louise,9.0,8.448171216547935,0.0,0.5518287834520645,0.5518287834520645,9.0,0.0
176,绿里奇迹 The Green Mile,8.9,8.534016044629842,0.0,0.36598395537015804,0.2624424414148094,8.796458486044651,0.10354151395534927
177,爱在午夜降临前 Before Midnight,8.9,8.679574829466967,0.01555828743533283,0.22042517053303357,0.13350353299401824,8.813078362460985,0.0869216375390156
178,海街日记 海街diary,8.8,8.893932238801403,0.16423181902069683,-0.09393223880140233,-0.20380414912421507,8.690128089677188,0.10987191032281274
179,高山下的花环,9.5,7.918024974445548,0.0,1.5819750255544518,1.5819750255544518,9.5,0.0
180,疯狂的石头,8.6,9.112611237551004,0.0,-0.5126112375510044,-0.5126112375510044,8.6,0.0
181,风之谷 風の谷のナウシカ,8.9,8.467246534410187,-0.07939022404076052,0.43275346558981376,0.32128257401490967,8.788529108425097,0.11147089157490342
182,上帝之城 Cidade de Deus,9.0,8.435779532420954,0.0,0.5642204675790463,0.5642204675790463,9.0,0.0
183,雨中曲 Singin' in the Rain,9.1,8.285959303483343,0.0,0.8140406965166562,0.8140406965166562,9.1,0.0
184,2001太空漫游 2001: A Space Odyssey,8.9,8.541358490248728,0.0,0.35864150975127274,0.35864150975127274,8.9,0.0
185,英雄本色,8.6,8.832220795825235,0.0,-0.23222079582523492,-0.17379627096327133,8.658424524861964,-0.058424524861964144
186,心迷宫,8.7,8.840437967980984,0.0,-0.14043796798098462,-0.14043796798098462,8.7,0.0
187,记忆碎片 Memento,8.7,8.691820616057536,-0.205971256229327,0.008179383942463758,0.014867733611202305,8.706688349668738,-0.00668834966873888
188,纵横四海 縱橫四海,8.8,8.66920897519131,0.0,0.13079102480869054,0.007709639353691386,8.676918614545002,0.12308138545499858
189,机器人之梦 Robot Dreams,9.1,8.556614701027275,0.0,0.5433852989727246,0.5433852989727246,9.1,0.0
190,卢旺达饭店 Hotel Rwanda,8.9,8.499978033480744,0.0,0.40002196651925637,0.282015096055809,8.781993129536552,0.11800687046344827
191,无敌破坏王 Wreck-It Ralph,8.7,8.837464156744335,0.0,-0.1374641567443362,-0.1374641567443362,8.7,0.0
192,小偷家族 万引き家族,8.7,9.256840282012881,0.16423181902069683,-0.5568402820128817,-0.40211222305490174,8.85472805895798,-0.15472805895798025
193,恐怖游轮 Triangle,8.5,9.156011013627547,0.0,-0.6560110136275465,-0.6560110136275465,8.5,0.0
194,冰川时代 Ice Age,8.7,8.914373019803959,0.0,-0.2143730198039595,-0.2143730198039595,8.7,0.0
195,牯岭街少年杀人事件 牯嶺街少年殺人事件,8.9,8.49628562655201,0.0,0.40371437344798977,0.38392372558306964,8.880209352135081,0.019790647864919464
196,东京教父 東京ゴッドファーザーズ,9.0,8.782978797523766,0.4477313303929602,0.2170212024762339,0.12777798514643113,8.910756782670198,0.0892432173298019
197,魔女宅急便 魔女の宅急便,8.7,8.656108788373906,-0.07939022404076052,0.043891211626092996,0.10237601321503886,8.758484801588946,-0.05848480158894631
198,岁月神偷 歲月神偷,8.7,8.842631548173921,0.0,-0.14263154817392198,-0.14263154817392198,8.7,0.0
199,忠犬八公物语 ハチ公物語,9.2,8.15452616627067,0.0,1.0454738337293286,1.0454738337293286,9.2,0.0
