排名,电影名,rating,predicted_fixed_director,director_effect,actors_effect_sum_by_shares,actors_effect_sum_by_actor_means,predicted_with_actor_means,final_residual_with_actor_means
200,芙蓉镇,9.3,8.05119409159347,0.0,1.2488059084065313,1.0409843974255086,9.092178489018979,0.20782151098102197
201,荒蛮故事 Relatos salvajes,8.7,8.724937085107532,0.0,-0.024937085107533008,-0.024937085107533008,8.7,0.0
202,遗愿清单 The Bucket List,8.7,8.749580219971138,0.0,-0.04958021997113882,-0.028663635432230126,8.720916584538909,-0.020916584538909433
203,大佛普拉斯,8.7,8.768958728898198,0.0,-0.06895872889819898,-0.06895872889819898,8.7,0.0
204,源代码 Source Code,8.6,9.113461379942137,0.0,-0.5134613799421377,-0.3608300331460206,8.752631346796116,-0.15263134679611667
205,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,8.7,8.844491876990071,0.0,-0.14449187699007204,-0.12333015023859062,8.72116172675148,-0.021161726751481424
206,贫民窟的百万富翁 Slumdog Millionaire,8.6,9.024785863702675,0.0,-0.42478586370267557,-0.42478586370267557,8.6,0.0
207,你看起来好像很好吃 おまえうまそうだな,8.9,8.513644487509952,0.0,0.3863555124900486,0.34354747488205417,8.857191962392006,0.04280803760799401
208,花束般的恋爱 花束みたいな恋をした,8.6,9.028929517229546,0.0,-0.4289295172295464,-0.4289295172295464,8.6,0.0
209,可可西里,8.9,8.458652718102737,0.0,0.44134728189726324,0.44134728189726324,8.9,0.0
210,城市之光 City Lights,9.3,7.994007777630962,0.0,1.3059922223690386,1.1902416312415647,9.184249408872526,0.11575059112747432
211,东邪西毒 東邪西毒,8.6,8.683279318365692,-0.18138256950925102,-0.08327931836569213,-0.05695305887372251,8.62632625949197,-0.026326259491970205
212,波西米亚狂想曲 Bohemian Rhapsody,8.6,8.91715372467057,0.0,-0.31715372467057,-0.31715372467057,8.6,0.0
213,爆裂鼓手 Whiplash,8.6,8.917464462934642,0.0,-0.3174644629346428,-0.3174644629346428,8.6,0.0
214,白日梦想家 The Secret Life of Walter Mitty,8.6,8.864841127846327,0.0,-0.26484112784632785,-0.20560232377312504,8.659238804073203,-0.059238804073203255
215,青蛇,8.6,8.826902207223396,0.0,-0.2269022072233966,-0.18940448657485998,8.637497720648536,-0.037497720648536514
216,爱乐之城 La La Land,8.4,9.222677388254645,0.0,-0.822677388254645,-0.7273057722585665,8.49537161599608,-0.09537161599607913
217,哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1,8.6,8.660012479402482,-0.25982593237526164,-0.060012479402482555,-0.05357009036248256,8.60644238904,-0.006442389040000052
218,黑天鹅 Black Swan,8.6,9.055850603354363,0.0,-0.45585060335436367,-0.44692907649295477,8.608921526861408,-0.00892152686140868
219,终结者2：审判日 Terminator 2: Judgment Day,8.8,8.309274573009805,-0.21988607227501533,0.4907254269901955,0.4907254269901955,8.8,0.0
220,无耻混蛋 Inglourious Basterds,8.7,8.634256658063128,-0.14231828740722263,0.06574334193687115,0.06016786793284745,8.694424525995975,0.005575474004023917
221,大红灯笼高高挂,8.8,8.496428870103175,0.0,0.30357112989682555,0.21639197495968432,8.71282084506286,0.08717915493714123
222,初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.5,9.200621453324125,0.0,-0.7006214533241248,-0.7006214533241248,8.5,0.0
223,新龙门客栈 新龍門客棧,8.7,8.714426584795936,0.0,-0.014426584795936392,-0.03417342763860476,8.680253157157331,0.019746842842668144
224,人工智能 A.I. Artificial Intelligence,8.7,8.58038155797962,-0.12613312082420225,0.11961844202037852,0.10939373828266197,8.689775296262283,0.010224703737716112
225,雨人 Rain Man,8.7,8.625647520447142,0.0,0.07435247955285718,0.11080641403001978,8.736453934477161,-0.036453934477162164
226,崖上的波妞 崖の上のポニョ,8.6,8.716705048755868,-0.07939022404076052,-0.11670504875586829,-0.11670504875586829,8.6,0.0
227,虎口脱险 La grande vadrouille,8.9,8.353054495908355,0.0,0.5469455040916458,0.5469455040916458,8.9,0.0
228,千钧一发 Gattaca,8.8,8.463175986927988,0.0,0.3368240130720128,0.2224922654467248,8.685668252374713,0.11433174762528786
229,真爱至上 Love Actually,8.5,9.022026183633375,0.0,-0.5220261836333755,-0.379817344635377,8.642208838997998,-0.1422088389979983
230,罗生门 羅生門,8.8,8.481665849253648,0.0,0.3183341507463524,0.5139862390587813,8.99565208831243,-0.19565208831242842
231,哈利·波特与凤凰社 Harry Potter and the Order of the Phoenix,8.6,8.659456208944164,-0.25982593237526164,-0.059456208944164146,-0.1172655253929957,8.542190683551167,0.05780931644883225
232,恋恋笔记本 The Notebook,8.5,8.97210320556238,0.0,-0.47210320556238017,-0.48252235536117194,8.489580850201207,0.01041914979879266
233,彗星来的那一夜 Coherence,8.6,8.909060532096458,0.0,-0.3090605320964581,-0.3090605320964581,8.6,0.0
234,海边的曼彻斯特 Manchester by the Sea,8.6,8.876604590993534,0.0,-0.27660459099353396,-0.25936124952152984,8.617243341472005,-0.017243341472005014
235,火星救援 The Martian,8.5,9.040961766876658,0.0,-0.5409617668766575,-0.3236513606070709,8.717310406269586,-0.2173104062695863
236,黑客帝国2：重装上阵 The Matrix Reloaded,8.7,8.64172386573439,0.0,0.058276134265609514,0.016081492495081506,8.65780535822947,0.04219464177052856
237,奇迹男孩 Wonder,8.6,8.827963989912002,0.0,-0.22796398991200206,-0.18174278303373614,8.646221206878266,-0.046221206878266585
238,千年女优 千年女優,8.8,8.84880934591416,0.4477313303929602,-0.04880934591415986,-0.015580527365360641,8.8332288185488,-0.033228818548799666
239,步履不停 歩いても 歩いても,8.8,8.578407780470046,0.16423181902069683,0.22159221952995445,0.22159221952995445,8.8,0.0
240,战争之王 Lord of War,8.7,8.58070180968059,0.0,0.1192981903194088,0.049179225054879705,8.62988103473547,0.07011896526452865
241,萤火虫之墓 火垂るの墓,8.7,8.62027673213587,0.0,0.07972326786412864,0.07972326786412864,8.7,0.0
242,谍影重重2 The Bourne Supremacy,8.7,8.554508266979878,0.0,0.14549173302012086,0.0633046868965842,8.617812953876463,0.08218704612353633
243,蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,8.6,8.978990764727756,0.0,-0.3789907647277566,-0.41706629625823877,8.561924468469517,0.03807553153048282
244,攻壳机动队 攻殻機動隊,9.0,8.144212540865853,0.0,0.855787459134147,0.855787459134147,9.0,0.0
245,冰雪奇缘 Frozen,8.5,9.03179844889877,0.0,-0.5317984488987708,-0.5317984488987708,8.5,0.0
246,血钻 Blood Diamond,8.7,8.592134514468402,0.0,0.10786548553159747,0.0550952214789185,8.64722973594732,0.05277026405267904
247,魂断蓝桥 Waterloo Bridge,8.8,8.388300190887414,0.0,0.4116998091125872,0.3970301079434768,8.78533029883089,0.014669701169109928
248,房间 Room,8.7,8.558194334885874,0.0,0.1418056651141253,0.09558445823585937,8.653778793121733,0.046221206878266585
249,隐藏人物 Hidden Figures,8.9,8.292252699913238,0.0,0.6077473000867624,0.6085678263513727,8.90082052626461,-0.0008205262646097111
250,小姐 아가씨,8.5,8.786622744636578,0.0,-0.28662274463657766,-0.28254706655448136,8.504075678082096,-0.004075678082095635
